0.09754  	0.42652  	0.33938  	-0.6432  	-0.6149  	-0.4395  	0.72225  	0.08084  	0.38926  	0.34717  	0.40698  	0.53092  	0.27233  	-0.4535  	-0.2732  	0.99265  	0.37592  	0.61362  	0.50552  	0.11797  	0.02386  	0.06536  	0.24590  	0.62064  	-0.1189  	-0.0044  	0.04165  	-0.9240  	-0.9245  	-0.2169  	0.21492  	0.23694  	-0.1453  	-0.0512  	0.41567  	-0.0560  	0.55637  	0.19654  	-0.5972  	0.22569  	0.63631  	-0.0076  	0.03674  	0.50396  	0.07580  	-0.0253  	0.01868  	0.13131  	0.05050  	0.06383  	-0.0101  	-0.0187  	-0.0410  	0.03436  	-0.0131  	-0.0520  	-0.0563  	-0.0392  	-0.0300  	0.00791  	-0.0201  	-0.0145  	0.09924  	0.01125  	0.13646  	0.08297  	-0.1012  	0.00789  	-0.0122  	0.96646  	1.16714  	125.264  	111.373  	
0.04817  	0.42979  	0.29575  	-0.6532  	-0.6292  	-0.4761  	0.70006  	0.06254  	0.37542  	0.33108  	0.42517  	0.50560  	0.25712  	-0.4614  	-0.2456  	0.97738  	0.38041  	0.60681  	0.49633  	0.10083  	0.04697  	0.07792  	0.25375  	0.63578  	-0.1222  	-0.0010  	0.03875  	-0.9512  	-0.9468  	-0.2217  	0.21579  	0.24409  	-0.1544  	-0.0530  	0.42567  	-0.0756  	0.57714  	0.20005  	-0.6155  	0.22422  	0.64259  	-0.0104  	0.02371  	0.50519  	0.07421  	-0.0204  	0.01835  	0.12211  	0.04295  	0.07444  	-0.0094  	-0.0185  	-0.0375  	0.03514  	-0.0159  	-0.0520  	-0.0590  	-0.0378  	-0.0260  	0.00640  	-0.0215  	-0.0081  	0.09590  	0.00657  	0.13722  	0.09656  	-0.1113  	0.00738  	-0.0150  	0.94484  	1.16714  	125.264  	111.373  	
0.05368  	0.42144  	0.27481  	-0.6426  	-0.6160  	-0.4676  	0.71151  	0.05433  	0.37672  	0.33197  	0.41228  	0.48446  	0.26419  	-0.4667  	-0.2296  	0.96469  	0.38504  	0.60206  	0.50252  	0.10737  	0.03268  	0.08304  	0.25237  	0.63880  	-0.1142  	-0.0060  	0.04964  	-0.9508  	-0.9424  	-0.2163  	0.21272  	0.24150  	-0.1603  	-0.0515  	0.43377  	-0.0724  	0.57101  	0.19548  	-0.6110  	0.24116  	0.63340  	-0.0095  	0.02008  	0.50524  	0.07516  	-0.0215  	0.01638  	0.12295  	0.04189  	0.07429  	-0.0063  	-0.0163  	-0.0401  	0.03420  	-0.0153  	-0.0499  	-0.0581  	-0.0378  	-0.0269  	0.00431  	-0.0222  	-0.0087  	0.09505  	0.00622  	0.13876  	0.10849  	-0.1205  	0.00703  	-0.0176  	0.92668  	1.16714  	125.264  	111.373  	
0.14802  	0.43033  	0.33429  	-0.5326  	-0.5332  	-0.3806  	0.74602  	0.06354  	0.34973  	0.30648  	0.26843  	0.47063  	0.32245  	-0.3638  	-0.1787  	0.98880  	0.35660  	0.61669  	0.51241  	0.12360  	-0.0343  	0.10762  	0.18572  	0.62455  	-0.0285  	-0.0182  	0.05880  	-0.8903  	-0.8463  	-0.1733  	0.20044  	0.22820  	-0.1595  	-0.0502  	0.43368  	-0.0293  	0.49659  	0.15030  	-0.5735  	0.26639  	0.61342  	0.00687  	0.02047  	0.50708  	0.07573  	-0.0259  	0.01329  	0.14277  	0.05887  	0.06047  	0.00016  	-0.0191  	-0.0409  	0.02940  	-0.0133  	-0.0466  	-0.0547  	-0.0383  	-0.0345  	0.00951  	-0.0237  	-0.0132  	0.10138  	0.00882  	0.14107  	0.11877  	-0.1287  	0.00686  	-0.0201  	0.91197  	1.16714  	125.264  	111.373  	
0.15377  	0.41353  	0.33157  	-0.4814  	-0.4701  	-0.4254  	0.76602  	0.04392  	0.34509  	0.33340  	0.25363  	0.48388  	0.33301  	-0.3964  	-0.2564  	0.98155  	0.30666  	0.68109  	0.49576  	0.20376  	-0.1457  	0.08277  	0.09266  	0.52637  	-0.0200  	-0.0076  	-0.0366  	-0.7948  	-0.7108  	-0.1508  	0.19868  	0.21470  	-0.1324  	-0.0409  	0.37828  	0.03102  	0.41589  	0.13144  	-0.5080  	0.29015  	0.63640  	0.00652  	0.02237  	0.50841  	0.08545  	-0.0255  	0.01592  	0.15226  	0.06477  	0.05690  	0.00980  	-0.0211  	-0.0359  	0.02652  	-0.0084  	-0.0488  	-0.0489  	-0.0371  	-0.0294  	0.01076  	-0.0274  	-0.0215  	0.09779  	0.00635  	0.14416  	0.12740  	-0.1361  	0.00685  	-0.0225  	0.90072  	1.16714  	125.264  	111.373  	
0.17754  	0.38531  	0.33758  	-0.4223  	-0.4347  	-0.3507  	0.76578  	0.05312  	0.33618  	0.34224  	0.08705  	0.37614  	0.39869  	-0.2976  	-0.2136  	0.91701  	0.31710  	0.67682  	0.47469  	0.15576  	-0.1868  	0.14302  	0.08634  	0.52419  	0.03959  	-0.0274  	0.00767  	-0.8176  	-0.6646  	-0.1000  	0.19979  	0.22370  	-0.1652  	-0.0317  	0.36295  	0.02729  	0.40156  	0.11723  	-0.4766  	0.30111  	0.63884  	0.01708  	0.02386  	0.51602  	0.07812  	-0.0215  	0.00607  	0.16721  	0.07190  	0.05306  	0.00548  	-0.0189  	-0.0385  	0.02252  	-0.0074  	-0.0463  	-0.0531  	-0.0369  	-0.0304  	0.01188  	-0.0238  	-0.0149  	0.09313  	0.00736  	0.14802  	0.13437  	-0.1427  	0.00701  	-0.0248  	0.89293  	1.16714  	125.264  	111.373  	
-0.0545  	0.36242  	0.10356  	-0.6271  	-0.5404  	-0.6240  	0.78656  	-0.0836  	0.29028  	0.42888  	0.15526  	0.36145  	0.32780  	-0.4014  	-0.2460  	0.79160  	0.33529  	0.69621  	0.47987  	0.19071  	-0.2505  	0.06985  	0.04991  	0.53431  	0.02445  	0.00682  	-0.0294  	-0.8072  	-0.6733  	-0.1451  	0.18998  	0.21156  	-0.1694  	-0.0416  	0.35033  	0.05917  	0.35796  	0.12345  	-0.5071  	0.33235  	0.68125  	0.01867  	0.02538  	0.50545  	0.08416  	-0.0157  	0.01452  	0.14828  	0.05801  	0.06145  	-0.0075  	-0.0161  	-0.0504  	0.03016  	-0.0140  	-0.0576  	-0.0596  	-0.0400  	-0.0246  	0.00220  	-0.0288  	-0.0209  	0.08523  	0.00133  	0.15266  	0.13969  	-0.1483  	0.00734  	-0.0269  	0.88859  	1.16714  	125.264  	111.373  	
-0.4181  	0.23682  	-0.0163  	-0.7964  	-0.5722  	-0.7714  	0.73772  	-0.2369  	0.22046  	0.50248  	0.28142  	0.43356  	0.20338  	-0.8499  	-0.5421  	0.86646  	0.32063  	0.74652  	0.50805  	0.26760  	-0.4418  	0.06865  	0.08015  	0.48336  	-0.0071  	0.00658  	-0.1760  	-0.5407  	-0.5192  	-0.1548  	0.21292  	0.19880  	-0.2250  	-0.0176  	0.18452  	0.17018  	0.21643  	0.10400  	-0.4734  	0.34435  	0.73040  	-0.0113  	0.01862  	0.51710  	0.07627  	-0.0275  	0.01071  	0.13185  	0.04846  	0.05411  	0.00026  	-0.0155  	-0.0416  	0.02455  	-0.0097  	-0.0724  	-0.0404  	-0.0333  	-0.0229  	-0.0021  	-0.0264  	-0.0291  	0.10198  	0.01223  	0.15731  	0.13627  	-0.1530  	0.00888  	-0.0282  	0.88504  	1.16714  	125.264  	111.373  	
-0.3263  	0.25850  	0.02312  	-0.7239  	-0.5318  	-0.7122  	0.68319  	-0.1872  	0.24335  	0.45693  	0.23562  	0.49592  	0.21289  	-0.8096  	-0.5212  	0.89436  	0.34074  	0.72698  	0.50492  	0.27949  	-0.4102  	0.07289  	0.13415  	0.49736  	-0.0713  	0.02479  	-0.1947  	-0.5648  	-0.5861  	-0.1793  	0.21537  	0.19410  	-0.2056  	-0.0195  	0.21538  	0.13691  	0.25413  	0.10242  	-0.4968  	0.33978  	0.71668  	-0.0075  	0.02776  	0.52709  	0.07970  	-0.0330  	0.01733  	0.13008  	0.04561  	0.06541  	0.00305  	-0.0220  	-0.0425  	0.02610  	-0.0154  	-0.0704  	-0.0432  	-0.0355  	-0.0236  	4.86262  	-0.0372  	-0.0281  	0.09472  	0.01119  	0.16531  	0.13675  	-0.1575  	0.00983  	-0.0304  	0.89059  	1.16714  	125.264  	111.373  	
-0.3150  	0.27552  	0.06386  	-0.7646  	-0.5690  	-0.6793  	0.69517  	-0.1507  	0.29541  	0.50570  	0.19366  	0.51730  	0.30193  	-0.7414  	-0.5289  	0.91503  	0.34592  	0.75981  	0.51513  	0.29569  	-0.4158  	0.05567  	0.14230  	0.47930  	-0.0999  	0.03738  	-0.2384  	-0.5741  	-0.6006  	-0.2248  	0.25909  	0.18266  	-0.1588  	-0.0211  	0.19427  	0.09479  	0.22129  	0.09069  	-0.4780  	0.34093  	0.75039  	-0.0254  	0.04650  	0.50778  	0.07931  	-0.0305  	0.03099  	0.14061  	0.04501  	0.06159  	5.02914  	-0.0217  	-0.0420  	0.01587  	-0.0200  	-0.0697  	-0.0480  	-0.0339  	-0.0258  	-0.0006  	-0.0226  	-0.0228  	0.09709  	0.01415  	0.17226  	0.13820  	-0.1616  	0.01020  	-0.0326  	0.90173  	1.16714  	125.264  	111.373  	
