0.10569  	0.43505  	0.38012  	-0.6580  	-0.6254  	-0.4909  	0.74259  	0.10476  	0.38477  	0.32424  	0.44210  	0.48362  	0.26997  	-0.4744  	-0.2346  	0.95791  	0.38454  	0.60434  	0.47066  	0.08603  	0.04582  	0.03350  	0.27513  	0.60946  	-0.0839  	-0.0181  	0.05011  	-0.9519  	-0.9150  	-0.2061  	0.22067  	0.23356  	-0.1760  	-0.0390  	0.41391  	-0.0764  	0.54361  	0.19999  	-0.5797  	0.22320  	0.62256  	-0.0057  	0.04803  	0.50135  	0.06875  	-0.0216  	0.02120  	0.13326  	0.04939  	0.08089  	0.00300  	-0.0120  	-0.0435  	0.03727  	-0.0114  	-0.0527  	-0.0542  	-0.0373  	-0.0360  	0.01345  	-0.0200  	-0.0232  	0.09798  	0.01069  	0.13679  	0.04913  	-0.0987  	0.00270  	-0.0063  	1.06162  	
0.05632  	0.43832  	0.33649  	-0.6680  	-0.6397  	-0.5275  	0.72040  	0.08647  	0.37094  	0.30815  	0.46029  	0.45830  	0.25476  	-0.4824  	-0.2070  	0.94264  	0.38904  	0.59753  	0.46148  	0.06890  	0.06893  	0.04607  	0.28298  	0.62460  	-0.0872  	-0.0146  	0.04721  	-0.9791  	-0.9373  	-0.2109  	0.22155  	0.24071  	-0.1851  	-0.0407  	0.42391  	-0.0959  	0.56438  	0.20350  	-0.5980  	0.22173  	0.62884  	-0.0085  	0.03501  	0.50257  	0.06717  	-0.0167  	0.02086  	0.12406  	0.04185  	0.09150  	0.00375  	-0.0117  	-0.0400  	0.03804  	-0.0141  	-0.0528  	-0.0568  	-0.0360  	-0.0320  	0.01195  	-0.0214  	-0.0168  	0.09463  	0.00601  	0.14240  	0.04881  	-0.1018  	0.00106  	-0.0086  	1.08483  	
0.06184  	0.42997  	0.31555  	-0.6575  	-0.6265  	-0.5189  	0.73185  	0.07826  	0.37224  	0.30904  	0.44740  	0.43715  	0.26183  	-0.4877  	-0.1910  	0.92996  	0.39367  	0.59278  	0.46767  	0.07543  	0.05464  	0.05118  	0.28160  	0.62762  	-0.0792  	-0.0196  	0.05810  	-0.9787  	-0.9329  	-0.2055  	0.21848  	0.23812  	-0.1910  	-0.0393  	0.43201  	-0.0927  	0.55825  	0.19893  	-0.5935  	0.23867  	0.61965  	-0.0076  	0.03138  	0.50263  	0.06811  	-0.0178  	0.01889  	0.12490  	0.04079  	0.09134  	0.00679  	-0.0096  	-0.0426  	0.03711  	-0.0136  	-0.0506  	-0.0559  	-0.0359  	-0.0329  	0.00985  	-0.0220  	-0.0174  	0.09379  	0.00567  	0.14708  	0.04863  	-0.1045  	-0.0003  	-0.0106  	1.10504  	
0.15618  	0.43885  	0.37503  	-0.5474  	-0.5437  	-0.4319  	0.76636  	0.08747  	0.34525  	0.28354  	0.30355  	0.42333  	0.32009  	-0.3847  	-0.1401  	0.95407  	0.36522  	0.60741  	0.47756  	0.09166  	-0.0123  	0.07576  	0.21495  	0.61337  	0.00649  	-0.0319  	0.06727  	-0.9182  	-0.8369  	-0.1625  	0.20619  	0.22482  	-0.1902  	-0.0380  	0.43193  	-0.0497  	0.48383  	0.15375  	-0.5560  	0.26390  	0.59967  	0.00876  	0.03177  	0.50446  	0.06869  	-0.0221  	0.01580  	0.14472  	0.05777  	0.07753  	0.01334  	-0.0124  	-0.0434  	0.03231  	-0.0115  	-0.0474  	-0.0526  	-0.0365  	-0.0405  	0.01506  	-0.0236  	-0.0219  	0.10011  	0.00826  	0.15082  	0.04859  	-0.1068  	-0.0016  	-0.0124  	1.12227  	
0.16193  	0.42205  	0.37231  	-0.4962  	-0.4806  	-0.4767  	0.78636  	0.06785  	0.34061  	0.31046  	0.28875  	0.43658  	0.33065  	-0.4174  	-0.2178  	0.94681  	0.31528  	0.67181  	0.46091  	0.17182  	-0.1238  	0.05091  	0.12189  	0.51518  	0.01504  	-0.0213  	-0.0282  	-0.8227  	-0.7013  	-0.1401  	0.20444  	0.21132  	-0.1631  	-0.0286  	0.37652  	0.01067  	0.40313  	0.13489  	-0.4905  	0.28766  	0.62265  	0.00841  	0.03367  	0.50580  	0.07841  	-0.0218  	0.01843  	0.15421  	0.06367  	0.07396  	0.02298  	-0.0144  	-0.0384  	0.02942  	-0.0066  	-0.0496  	-0.0468  	-0.0353  	-0.0354  	0.01631  	-0.0273  	-0.0302  	0.09653  	0.00579  	0.15364  	0.04867  	-0.1087  	-0.0027  	-0.0140  	1.13652  	
0.18570  	0.39384  	0.37832  	-0.4372  	-0.4452  	-0.4020  	0.78612  	0.07705  	0.33170  	0.31930  	0.12217  	0.32884  	0.39633  	-0.3185  	-0.1750  	0.88227  	0.32573  	0.66754  	0.43983  	0.12383  	-0.1648  	0.11116  	0.11557  	0.51301  	0.07465  	-0.0411  	0.01614  	-0.8455  	-0.6551  	-0.0893  	0.20555  	0.22032  	-0.1959  	-0.0195  	0.36120  	0.00694  	0.38880  	0.12068  	-0.4591  	0.29862  	0.62509  	0.01897  	0.03515  	0.51340  	0.07108  	-0.0178  	0.00859  	0.16916  	0.07080  	0.07012  	0.01865  	-0.0121  	-0.0410  	0.02542  	-0.0056  	-0.0471  	-0.0509  	-0.0350  	-0.0364  	0.01742  	-0.0237  	-0.0236  	0.09187  	0.00680  	0.15552  	0.04890  	-0.1102  	-0.0036  	-0.0154  	1.14777  	
-0.0463  	0.37095  	0.14430  	-0.6419  	-0.5509  	-0.6754  	0.80690  	-0.0597  	0.28579  	0.40594  	0.19038  	0.31414  	0.32544  	-0.4224  	-0.2074  	0.75687  	0.34391  	0.68693  	0.44502  	0.15877  	-0.2286  	0.03799  	0.07914  	0.52313  	0.05950  	-0.0068  	-0.0209  	-0.8351  	-0.6638  	-0.1343  	0.19574  	0.20818  	-0.2001  	-0.0293  	0.34857  	0.03882  	0.34520  	0.12691  	-0.4896  	0.32986  	0.66750  	0.02056  	0.03667  	0.50283  	0.07711  	-0.0120  	0.01703  	0.15023  	0.05690  	0.07850  	0.00559  	-0.0094  	-0.0529  	0.03307  	-0.0123  	-0.0584  	-0.0575  	-0.0381  	-0.0306  	0.00774  	-0.0287  	-0.0296  	0.08397  	0.00078  	0.15646  	0.04926  	-0.1114  	-0.0043  	-0.0166  	1.15603  	
-0.4099  	0.24535  	0.02435  	-0.8112  	-0.5827  	-0.8228  	0.75806  	-0.2130  	0.21598  	0.47954  	0.31654  	0.38626  	0.20102  	-0.8709  	-0.5035  	0.83172  	0.32925  	0.73724  	0.47320  	0.23566  	-0.4198  	0.03680  	0.10938  	0.47218  	0.02785  	-0.0070  	-0.1675  	-0.5687  	-0.5097  	-0.1440  	0.21868  	0.19542  	-0.2557  	-0.0054  	0.18277  	0.14983  	0.20367  	0.10746  	-0.4558  	0.34186  	0.71665  	-0.0094  	0.02992  	0.51448  	0.06923  	-0.0238  	0.01322  	0.13380  	0.04735  	0.07117  	0.01344  	-0.0088  	-0.0441  	0.02746  	-0.0080  	-0.0732  	-0.0382  	-0.0314  	-0.0289  	0.00343  	-0.0263  	-0.0378  	0.10072  	0.01167  	0.15436  	0.05115  	-0.1122  	-0.0043  	-0.0180  	1.16303  	
-0.3181  	0.26703  	0.06386  	-0.7388  	-0.5423  	-0.7636  	0.70353  	-0.1633  	0.23886  	0.43400  	0.27074  	0.44862  	0.21053  	-0.8306  	-0.4826  	0.85962  	0.34936  	0.71770  	0.47006  	0.24756  	-0.3883  	0.04103  	0.16339  	0.48618  	-0.0362  	0.01111  	-0.1862  	-0.5927  	-0.5766  	-0.1685  	0.22112  	0.19072  	-0.2363  	-0.0073  	0.21362  	0.11655  	0.24137  	0.10587  	-0.4793  	0.33729  	0.70292  	-0.0056  	0.03905  	0.52447  	0.07266  	-0.0293  	0.01984  	0.13203  	0.04450  	0.08247  	0.01623  	-0.0153  	-0.0450  	0.02901  	-0.0137  	-0.0711  	-0.0410  	-0.0336  	-0.0296  	0.00559  	-0.0371  	-0.0368  	0.09346  	0.01063  	0.15250  	0.05310  	-0.1118  	-0.0047  	-0.0184  	1.16200  	
-0.3069  	0.28405  	0.10461  	-0.7795  	-0.5795  	-0.7307  	0.71551  	-0.1268  	0.29093  	0.48277  	0.22878  	0.47000  	0.29957  	-0.7624  	-0.4903  	0.88029  	0.35454  	0.75053  	0.48027  	0.26376  	-0.3938  	0.02381  	0.17153  	0.46812  	-0.0648  	0.02370  	-0.2300  	-0.6021  	-0.5911  	-0.2140  	0.26485  	0.17928  	-0.1895  	-0.0089  	0.19252  	0.07444  	0.20853  	0.09414  	-0.4605  	0.33843  	0.73664  	-0.0235  	0.05780  	0.50516  	0.07227  	-0.0268  	0.03350  	0.14255  	0.04390  	0.07865  	0.01317  	-0.0149  	-0.0445  	0.01878  	-0.0183  	-0.0705  	-0.0458  	-0.0320  	-0.0318  	0.00485  	-0.0225  	-0.0315  	0.09583  	0.01359  	0.15065  	0.05355  	-0.1117  	-0.0052  	-0.0181  	1.16408  	
